6.250000000000002328e+05,7.812500000000003492e+05,7.812500000000003492e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.426592756904898762e-13,7.812500000000003492e+05,7.812500000000003492e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.426592756904898762e-13,7.812500000000003492e+05,7.812500000000003492e+05,-6.250000000000002328e+05,7.812500000000003492e+05,7.812500000000003492e+05
7.812500000000003492e+05,1.954375000000000698e+06,3.125000000000001137e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.812500000000003492e+05,1.952500000000000698e+06,-3.125000000000001137e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.812500000000003492e+05,1.953125000000000698e+06,3.125000000000001137e+02,-7.812500000000003492e+05,1.952500000000000698e+06,-3.125000000000001137e+02
7.812500000000003492e+05,3.125000000000001137e+02,1.954375000000000698e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.812500000000003492e+05,3.125000000000001137e+02,1.953125000000000698e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.812500000000003492e+05,-3.125000000000001137e+02,1.952500000000000698e+06,-7.812500000000003492e+05,-3.125000000000001137e+02,1.952500000000000698e+06
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.250000000000002328e+05,-7.812500000000003492e+05,7.812500000000003492e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.426592756904898762e-13,-7.812500000000003492e+05,7.812500000000003492e+05,8.426592756904898762e-13,-7.812500000000003492e+05,7.812500000000003492e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.250000000000002328e+05,-7.812500000000003492e+05,7.812500000000003492e+05
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.812500000000003492e+05,1.954375000000000698e+06,-3.125000000000001137e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.812500000000003492e+05,1.952500000000000698e+06,3.125000000000001137e+02,-7.812500000000003492e+05,1.953125000000000698e+06,-3.125000000000001137e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.812500000000003492e+05,1.952500000000000698e+06,3.125000000000001137e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.812500000000003492e+05,-3.125000000000001137e+02,1.954375000000000698e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.812500000000003492e+05,-3.125000000000000568e+02,1.953125000000000698e+06,-7.812500000000003492e+05,3.125000000000001137e+02,1.952500000000000698e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.812500000000003492e+05,3.125000000000001137e+02,1.952500000000000698e+06
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.250000000000002328e+05,-7.812500000000003492e+05,-7.812500000000003492e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.426592756904898762e-13,-7.812500000000003492e+05,-7.812500000000003492e+05,-8.426592756904898762e-13,-7.812500000000003492e+05,-7.812500000000003492e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.250000000000002328e+05,-7.812500000000003492e+05,-7.812500000000003492e+05
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.812500000000003492e+05,1.954375000000000698e+06,3.125000000000000568e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.812500000000003492e+05,1.953125000000000698e+06,3.125000000000001137e+02,7.812500000000003492e+05,1.952500000000000698e+06,-3.125000000000000568e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.812500000000003492e+05,1.952500000000000698e+06,-3.125000000000001137e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.812500000000003492e+05,3.125000000000000000e+02,1.954375000000000698e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.812500000000003492e+05,-3.125000000000001137e+02,1.952500000000000698e+06,-7.812500000000003492e+05,3.125000000000001137e+02,1.953125000000000698e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.812500000000003492e+05,-3.125000000000000568e+02,1.952500000000000698e+06
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.250000000000002328e+05,7.812500000000003492e+05,-7.812500000000003492e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.426592756904898762e-13,7.812500000000003492e+05,-7.812500000000003492e+05,8.426592756904898762e-13,7.812500000000003492e+05,-7.812500000000003492e+05,-6.250000000000002328e+05,7.812500000000003492e+05,-7.812500000000003492e+05
